genre,loudness,tempo,time_signature,key,mode,duration,avg_timbre1,avg_timbre2,avg_timbre3,avg_timbre4,avg_timbre5,avg_timbre6,avg_timbre7,avg_timbre8,avg_timbre9,avg_timbre10,avg_timbre11,avg_timbre12,var_timbre1,var_timbre2,var_timbre3,var_timbre4,var_timbre5,var_timbre6,var_timbre7,var_timbre8,var_timbre9,var_timbre10,var_timbre11,var_timbre12
classic pop and rock,-1.997,173.365,1,2,1,173.63546,54.60108733,46.32461473,44.92110959,-1.608621575,6.276303082,-16.44715068,-0.119284247,-2.042506849,22.05464212,4.255107877,-2.164614726,-0.74965411,6.941771751,749.9475632,651.6822841,941.54676,376.6420431,567.7097465,254.8366898,406.2168387,271.51274,216.1040827,190.5895277,201.3918079
classic pop and rock,-6.642,121.819,4,7,1,214.7522,44.56182051,-14.03875264,-19.96377677,5.88788537,9.751989442,21.11435596,-5.501098039,-4.124358974,15.44562142,-8.028859729,-5.352196078,10.38338009,42.04722195,4689.500341,4181.701247,4940.684661,831.9912067,2743.094487,518.0500217,924.7677811,679.3948886,766.9893945,806.9237692,333.6042268
classic pop and rock,-4.091,124.017,4,4,0,203.2322,47.4195377,29.39495426,2.577042027,15.33387886,-8.734982695,2.561475896,-2.767851669,7.231435105,9.24778492,4.355127318,7.608276885,0.823326329,32.82788465,1274.157808,1671.280429,1683.101168,872.0897686,1557.432991,422.3379216,520.4046429,274.5368094,510.254068,459.4383216,190.2881541
classic pop and rock,-12.106,131.231,1,2,1,39.73179,43.40219626,36.90560748,67.48930841,6.34,-4.17064486,-6.887485981,4.13771028,-0.170317757,3.025102804,2.908607477,-1.41064486,1.382364486,31.37119068,837.2358052,915.3754142,1144.270897,479.1840574,452.3695546,260.429186,344.3952122,175.7725834,184.3055241,132.8367444,116.2792676
classic pop and rock,-9.04,121.604,5,9,1,170.10893,44.45605402,7.845491436,-5.418843215,2.570828722,-55.83407642,0.16171278,-7.659072464,0.446760211,-19.07088538,-8.61799473,1.82056917,-3.98702635,25.519194,1802.155639,1237.79054,1166.651879,1085.144392,908.824744,515.8725645,301.8302894,344.5566512,228.5314553,209.3681459,400.2024794
classic pop and rock,-13.474,90.267,4,4,1,182.20363,42.48711397,34.34831801,74.96918199,14.80309191,-55.37976471,-10.57702206,15.44983272,4.039443015,-1.3395625,-6.977621324,1.937375,-3.613314338,8.336810748,828.8192885,950.7576159,517.0158121,543.7746897,277.7846288,217.7512604,206.0114438,191.5116923,158.7653863,132.5049478,135.4276433
classic pop and rock,-12.842,129.637,4,4,0,260.96281,41.55606364,55.02243766,39.72467403,6.62538961,-16.11952208,-8.588531169,-9.063209091,-3.182520779,19.75140909,3.57287013,0.336551948,5.426688312,29.55175572,830.4265533,1586.302259,801.0824035,490.0747205,582.5600902,377.2271055,261.2513499,309.8834176,184.0555359,195.1740983,346.7867446
classic pop and rock,-13.509,91.891,4,7,0,256.67873,38.69965451,37.86791667,0.541611979,8.360608507,20.27890451,-9.196610243,-4.491875868,-9.452599826,1.573013889,-0.429789063,4.600420139,8.080454861,34.82053727,1466.960956,2065.699172,1468.950205,742.5398905,890.2820737,594.8749268,397.6273379,319.5348836,255.7027159,278.1184141,287.4792575
classic pop and rock,-9.575,120.705,4,2,0,239.5424,44.50181783,-7.69513758,-29.09573376,-14.35140764,-4.029179618,-17.10518217,1.062918471,-12.02474013,8.236071338,-1.191129936,0.46766242,3.783750318,12.5258959,1363.624425,1434.961354,1016.50003,536.3561328,491.309351,479.5225098,293.9181731,242.6909661,212.5939913,159.0902541,260.1336456
classic pop and rock,-6.902,119.869,4,6,0,216.11057,46.60753485,44.32601212,24.75802273,-7.534266667,5.314066667,-9.284437879,1.863616667,-0.171827273,-7.162268182,-0.909824242,-0.974215152,17.56346364,36.15975255,1473.817166,1459.724584,1247.477214,807.4871809,541.6694731,738.6844698,567.0571143,385.2557464,304.9460097,269.062852,431.1279132
classic pop and rock,-3.823,138.292,4,2,1,170.55302,51.66694318,28.09338182,39.08343636,2.229686364,-16.09457273,-11.93392727,-19.06588864,-13.04567045,-0.226575,-6.071613636,4.590352273,3.905756818,20.80469455,1710.314977,1646.437349,1120.239953,995.6088616,490.5833355,365.7649503,514.2539612,198.5374524,233.6969392,252.5820948,176.2144255
classic pop and rock,-6.784,90.128,4,11,0,257.72363,48.31312938,28.33842618,20.588379,-9.273581431,-15.65466514,-25.4836347,7.891722983,1.706879756,17.38898478,9.134065449,-3.83134551,-1.262079148,17.78831629,879.9570949,575.2980504,371.5842108,347.7389963,214.1292617,315.4233976,211.8500799,343.2700155,136.2485938,79.62418721,256.938419
classic pop and rock,-9.732,158.104,4,2,1,424.30649,42.78086396,-49.38913683,-12.42664996,-17.82627605,-35.08996181,-15.22062689,-11.61790613,-5.707220366,6.107490851,-3.381112967,1.398304694,-0.964499602,45.75494019,3405.994582,1599.298017,1380.699066,975.4982566,478.3355165,606.2910617,484.6024579,452.5657929,309.4927139,225.7717601,348.4453437
classic pop and rock,-9.902,97.376,4,10,1,237.00853,44.88526022,-21.85999183,-32.63943597,-17.96492779,-0.17447139,-10.96403542,2.986373297,-23.59434741,6.387673025,-6.456493188,0.854237057,7.134613079,20.08096562,1800.065052,807.7371556,696.798115,371.4923765,586.3667545,371.6357031,554.0978964,240.5787329,387.5676727,140.3514895,183.3668924
classic pop and rock,-9.063,102.333,3,9,1,242.65098,44.31164296,-45.74008418,-15.28875617,-16.12002758,-15.86605515,-4.653433962,5.652677794,-7.91061103,-1.539069666,-10.16358781,-2.563478955,-1.278795356,33.76037781,2537.025151,1305.957959,1348.971826,653.7423218,766.4841199,554.5235676,547.2993167,299.4313864,359.9059369,218.8580786,232.7026394
classic pop and rock,-6.735,159.842,4,10,1,206.10567,49.10522581,-26.75552941,23.27924288,-9.242779886,-26.88077989,-10.54024288,1.855132827,-5.449111954,5.621986717,-14.83464137,1.298586338,-3.75773055,18.27318906,3513.200009,997.1135098,1303.186003,653.9792814,666.4698056,487.4193599,501.2136004,282.9289293,412.613682,247.4791357,227.7588585
classic pop and rock,-11.639,121.11,4,1,0,233.27302,42.72984058,68.50218599,4.41063285,-4.788208937,-14.253657,-8.88303744,-13.90443599,5.807595411,11.00718961,13.01974758,1.813282609,9.424708937,33.29429805,1155.911736,1710.232792,648.4183211,498.9748026,643.1560239,526.7381469,420.9105026,256.1887367,248.0392942,149.8531129,259.5624184
classic pop and rock,-7.559,130.218,4,1,1,298.762,47.49681289,48.12189208,-18.46833217,4.329493343,-7.425251577,-20.48959566,20.24431465,2.155823406,4.862998598,-4.219227751,-0.996497547,0.329468115,17.34720135,3710.171844,1855.066514,1319.630035,956.9175299,791.5883638,932.3718835,604.3080753,415.5272058,346.7188744,287.8148998,442.9340501
classic pop and rock,-12.766,93.143,4,10,1,419.3171,39.74102701,-26.48901494,-31.87813333,7.924536782,24.58414138,-4.170093103,7.26691954,-2.460228736,7.608193678,0.84593046,3.820004023,7.455552874,37.94255526,2475.876329,2449.873843,1853.274158,929.7336354,1711.501008,604.7966731,733.1460029,383.2054498,552.25325,353.967418,326.2815905
classic pop and rock,-22.492,162.639,4,8,0,134.84363,29.24173834,-164.1432565,-44.89186788,-38.45040933,36.51335751,-12.39371503,-4.74173057,7.852665803,-2.512777202,-2.62638601,-1.784966321,24.70447409,28.05629661,2214.336428,1334.35325,1876.79145,809.4795814,697.002983,535.3045882,609.7826266,689.7121564,287.3836941,291.2886469,303.3416812
classic pop and rock,-13.823,95.384,3,2,1,252.73424,37.89152594,-17.309125,-13.67346344,-4.120195755,3.685148585,-11.1418184,3.781170991,-0.900996462,1.905673349,-1.180617925,0.696380896,3.719754717,43.07345858,2378.11926,1931.484509,1019.115093,673.4492376,811.7448822,532.4241846,449.6096674,478.8503041,285.8011697,248.3129034,435.5564457
classic pop and rock,-9.842,95.833,4,10,1,243.40853,43.12260373,-52.06659907,62.24045455,22.08970746,-47.02617599,10.80264802,1.052784382,4.807135198,26.84790443,11.58693706,1.484165501,9.148566434,24.69407356,1488.809071,2000.839383,1398.766452,1043.151393,1170.950634,687.3747994,435.1784904,372.8494607,303.7046859,304.5510531,300.2503594
classic pop and rock,-15.224,170.629,4,2,1,146.70322,38.7495,1.397517134,12.97009034,10.50549688,-30.62892679,-22.08218224,12.79087227,2.545048287,23.92972741,12.30344081,6.182370717,13.07402492,21.3439545,1135.602702,1737.714165,711.1817379,550.0836396,593.2230098,400.4435559,294.7771345,352.862622,183.2256612,145.3190403,276.5393476
classic pop and rock,-17.632,99.883,3,4,0,130.7424,35.33026196,-142.5828463,85.47521662,17.51545088,9.026246851,-0.398984887,-9.45004534,-1.891138539,0.225609572,-5.230239295,4.269677582,14.68253401,26.45013681,2587.147419,3917.313461,2264.83188,1135.344996,973.1633498,1852.281782,456.8554217,983.2746597,276.6653599,265.4151198,614.7468872
classic pop and rock,-9.985,91.88,4,4,1,121.65179,44.94846154,39.51321206,56.16048233,9.064848233,19.05057796,3.470218295,-3.712960499,9.666960499,-11.65781081,-2.795467775,-4.323908524,0.254908524,16.0782994,1222.200356,1762.978263,1387.503298,864.9522683,663.2323273,699.428364,427.2249493,390.0365118,336.0329779,253.051467,325.9892614
classic pop and rock,-9.401,140.179,4,1,0,283.16689,46.43819231,69.94103283,2.548996248,-5.109076923,-22.03300938,-22.99450094,-5.880226079,3.393677298,-1.384139775,7.176002814,6.135094747,8.836430582,10.21463351,1420.566631,1180.667286,544.450753,365.7684258,405.3882254,196.535891,184.8857018,142.8552248,149.1129865,153.1584544,95.68630472
classic pop and rock,-8.124,167.908,5,9,1,591.82975,47.55798291,46.99123687,20.28591148,-7.477318071,-10.80424298,-18.46388523,-6.21547558,-0.696736264,-3.304020147,-2.178704518,0.860202686,9.870271673,13.72797,1196.502872,1997.907637,805.5999198,631.1290793,403.3828024,400.7956085,363.1941726,186.622477,239.0988062,151.6511177,221.6882447
classic pop and rock,-9.029,115.856,4,7,1,144.29995,45.98843975,12.3845666,-14.90186681,-6.354099366,-0.901403805,-13.77632135,14.55409091,2.924439746,-14.2426871,-2.934071882,-3.21730444,-9.941524313,11.33512247,696.532228,740.1639377,887.7059191,383.6018519,513.8396738,392.4491213,232.6016116,191.681065,148.1150525,151.3659828,265.9886752
classic pop and rock,-12.748,94.691,1,7,1,150.15138,42.13968067,79.46713445,11.08368347,-5.913504202,18.25458263,-12.05086835,-7.904033613,-5.01905042,6.506621849,7.389058824,-3.820697479,-3.418470588,19.88436719,2052.088895,689.4974688,1106.494786,764.4019324,767.4216819,447.1479958,359.4489476,290.2499558,300.9382922,196.1581121,206.5255351
classic pop and rock,-13.083,85.497,1,2,1,209.08363,37.29052041,-50.17772619,-34.15382823,-9.57085034,-6.048105442,-1.486768707,2.69567517,-5.577171769,-8.029767007,-4.153554422,-6.198231293,-0.443938776,46.04677253,3932.127011,1671.516932,2414.162337,1217.738747,1284.393679,746.669262,850.5981497,444.4160602,460.3198332,355.3747702,312.991016
classic pop and rock,-6.439,102.84,4,2,1,155.45424,46.85296214,-13.17965033,32.20640757,-1.370082405,-0.82454343,-9.381020045,17.0774922,6.357973274,-3.526739421,-3.634844098,-6.007908686,-1.516701559,24.31244174,1181.704872,1560.441206,1546.741921,796.1567605,695.3640706,742.7694892,328.4728726,278.5541919,174.0849748,228.6736027,241.4924753
classic pop and rock,-8.19,97.202,1,7,1,160.78322,46.22576591,11.7016386,-11.87044764,-14.28301848,-8.71199384,-10.38048871,-0.014190965,3.7092423,4.753827515,-0.338098563,-3.47586037,5.611591376,24.72689996,1041.396058,1300.181508,1340.178787,652.9049881,593.356516,415.1882201,427.6138687,510.5454506,216.118743,220.7881314,219.9536228
classic pop and rock,-11.753,120.414,4,5,0,241.81506,41.51946934,25.56715212,-3.127621462,5.305800708,-25.57142335,-11.5224941,-7.755913915,2.921483491,25.85081368,6.915899764,1.577404481,-2.087778302,50.79057808,1158.163656,1213.523393,1170.345319,564.0132744,934.194906,357.7659554,434.2960167,487.2781141,250.0671189,309.7414986,162.1510498
classic pop and rock,-9.611,122.141,4,4,1,175.62077,43.94927973,24.15694137,-2.307834171,-11.71753266,-41.36484422,-7.514609715,-21.88536181,8.803254606,3.351688442,3.020609715,1.605701843,-6.025110553,28.99831124,1417.127639,746.1764436,1056.728705,1491.558718,772.2186687,413.1510833,495.3752018,252.2496413,225.6950074,290.4937047,162.2905233
classic pop and rock,-11.091,116.922,4,1,1,152.92036,42.63559025,36.01360289,20.30574368,9.037180505,-25.51118592,-7.547550542,-14.35260289,1.998429603,30.11178159,5.369891697,5.066066787,-1.126440433,43.86782868,1035.287691,1428.376526,1482.323366,779.1562959,923.5011263,428.7928074,540.3781097,646.6190559,282.2678846,299.2021758,202.8185107
classic pop and rock,-11.068,101.28,1,3,0,262.55628,42.76174364,0.760361923,-0.79606032,-2.913428841,-19.39333365,-12.39758247,-6.890832234,3.487491046,10.75017719,0.606839774,3.766333648,5.951192271,39.1806975,1855.731864,1376.261916,1160.16814,676.3521432,972.899416,324.7914644,525.2349762,277.8965814,318.2850767,281.1539907,221.5924164
classic pop and rock,-11.723,159.075,4,8,1,250.38322,43.63538435,15.47441383,1.898727891,-7.928760771,-21.36321088,-17.61391837,12.39474036,-3.477604308,3.158560091,-1.619632653,0.296758503,9.246787982,7.595881715,1214.953178,643.5963219,461.5660284,571.4532291,438.6126269,221.1719976,279.0840713,198.7725558,277.5868891,136.0180866,118.902118
classic pop and rock,-13.283,124.834,4,10,0,255.89506,41.21313445,1.212084967,5.57832493,6.070451914,-6.501661064,-25.72405322,-14.89531653,4.493470588,19.4015789,10.10244911,9.701551821,6.489929972,14.89593071,1175.596758,915.213398,826.5747823,275.5934394,394.496058,261.819794,215.7011713,124.9913261,126.0121843,153.8195997,99.16870525
classic pop and rock,-13.778,173.681,1,0,1,185.99138,39.75964029,-62.81216403,-0.88558705,1.167913669,-12.53003022,-7.300771223,13.1820446,-0.968283453,-0.120156835,-12.51638705,-4.856889209,-18.70214388,38.31292095,2998.327275,2144.812929,1542.112932,706.6632947,827.275239,406.3878213,637.1308567,406.2248173,399.9139933,374.4136981,262.9306777
classic pop and rock,-3.961,147.769,4,1,1,235.67628,51.96541592,45.08589339,29.91501351,-8.819165165,-37.13336036,-19.78577778,-8.26918018,2.340055556,8.958238739,2.477159159,0.938684685,7.310211712,28.5253047,2283.60873,1192.762228,376.1196984,612.2121344,302.4658139,285.1387818,364.2731326,221.8478019,222.3422198,97.4813322,199.9826045
classic pop and rock,-13.146,110.73,4,0,1,317.25669,41.07843798,1.801985465,-20.12982655,-13.78229167,-29.36707558,-10.55762694,-30.24063275,-4.342409884,19.69944477,3.32940407,0.43853876,-11.71335174,33.01598911,2198.561519,2496.097038,993.4347966,1044.638043,778.0064559,670.5330786,627.7598534,525.1582706,385.3580621,292.4342323,254.4620064
classic pop and rock,-10.464,191.892,4,11,0,230.60853,37.47520564,167.7141833,-2.959496683,48.44776949,-45.97315589,4.502027363,22.70665423,-7.860345771,0.759899668,9.224905473,5.315376451,17.41642703,37.87937815,4006.257738,11558.59457,2251.632167,3932.254782,1682.348529,1306.427097,885.397078,689.3975024,673.9996973,387.9878781,517.9124287
classic pop and rock,-5.438,161.924,3,0,1,249.18159,46.99745982,20.3473004,46.20185112,7.733341238,5.621280632,6.987386034,-1.651661397,-2.346470356,5.503089592,-0.801334651,-6.04154809,5.908516469,41.31127561,3072.107319,2854.455118,1952.963912,1051.132734,1258.315864,924.6671981,708.5778628,511.2398148,422.3655804,453.002643,427.3132358
classic pop and rock,-9.579,120.081,4,8,1,248.39791,43.26100847,7.742594544,11.2551524,2.603925682,-3.101121355,-12.74136783,-3.923575729,-1.388017874,-14.19969614,0.030055503,1.871990593,-4.809585136,43.99503127,2402.94343,2425.223935,1228.470362,1097.756566,656.1899849,1223.788296,402.3762118,599.6988903,246.7412502,224.419727,568.9571749
classic pop and rock,-9.523,117.169,4,1,1,264.9073,42.86298036,16.75314176,22.37049189,11.36795389,2.713246798,4.216833476,7.570543126,2.074017933,0.7040538,-1.444105038,2.80510333,1.312434671,32.08942007,1265.807527,2126.696567,1563.945113,782.6278191,1053.792678,537.1803783,343.2003037,350.0953586,287.1100202,371.6468759,356.0169844
classic pop and rock,-11.631,104.945,4,11,0,187.42812,41.83882755,34.75336659,-0.409460954,12.24977657,22.80654338,-17.81632646,9.976156182,-0.094275488,1.680387202,3.558478308,-0.147383948,3.424638829,29.59503585,1484.574683,3132.507937,1549.072797,751.4830137,825.9762097,846.4211439,439.7374386,442.3089198,270.1867038,267.7432628,409.5240861
classic pop and rock,-8.751,155.859,4,2,1,255.08526,43.27510097,49.054787,59.11829184,25.14999585,-22.86676349,-5.952178423,1.281507607,-10.46068741,4.273271093,-6.114817427,3.767109267,-3.051183956,37.78933815,1617.417944,1454.395329,1180.38827,724.9685037,691.6141926,314.7503524,298.1580383,171.1710226,291.7038818,228.4574847,174.1344826
classic pop and rock,-15.189,97.71,4,4,1,324.98893,37.16952031,-101.8537621,-32.03811702,-16.24552224,32.83328433,-14.04575048,-10.85665087,-22.93619246,19.79406093,-5.643610251,-2.287705996,-15.78311896,25.8012825,3842.665991,1105.175165,1100.181855,621.0176696,802.3382858,409.0103475,641.2209743,452.3891246,387.9997471,206.4959711,326.9046239
classic pop and rock,-8.772,101.102,4,0,1,359.96689,43.51978826,-18.48238541,34.90060745,3.869705789,16.47186043,-5.358896114,5.795003965,0.712784298,-5.85683981,-6.175055512,0.373053132,3.850527359,43.88237667,2158.349026,3234.534469,2295.845725,1380.490487,983.3837802,768.2782869,581.3568286,434.4660286,379.8841724,334.1178775,343.6255251
classic pop and rock,-15.022,131.288,5,9,1,194.35057,35.54435947,-42.58534911,21.46366272,27.4631568,-38.63260059,2.690831361,6.052693787,-7.180554734,-1.073343195,1.000494083,7.106109467,-4.955439349,74.2091652,3258.083214,3176.572485,1454.552786,774.987262,1361.840036,405.8290998,526.473016,406.1182722,462.9751154,326.7966951,215.785136
classic pop and rock,-21.707,96.806,1,9,1,128.96608,29.3158787,-114.6492929,-71.84232249,-34.96118047,26.77268935,-16.61986982,-27.30234615,-4.726434911,3.34135503,2.694710059,-2.049011834,2.02535503,24.68294126,3915.539705,1970.38961,1771.230707,1257.789173,737.4408428,1643.069662,590.6585999,502.7163618,394.7081176,272.9516959,260.5629652
classic pop and rock,-16.399,75.731,1,2,1,148.24444,38.16497333,-135.48258,6.703216667,-18.76654,-40.84484,-15.53128,5.024443333,-2.97633,-11.87098,-9.482496667,0.162146667,1.4811,13.68375582,1372.87436,975.4560862,914.8693119,2077.413185,374.1900083,599.0744289,378.061418,617.4013005,285.8889857,115.9241547,465.9911294
classic pop and rock,-11.701,175.195,1,6,0,308.29669,40.17817352,-66.6598411,-24.72942192,-3.992005479,4.471039269,-3.269419178,9.181216438,-8.479521461,1.640391781,-4.27596895,-0.880775342,4.754102283,29.84566202,1788.282431,3467.349309,1651.790948,578.7138256,943.3054684,500.9004345,662.5698267,787.3429873,517.1684198,305.5454918,297.3024078
classic pop and rock,-5.812,162.567,4,7,1,194.45506,49.41765535,30.12101528,28.69943633,0.890400679,-17.33334295,-17.99757895,1.908354839,2.245665535,3.145945671,0.86950764,-0.089872666,-8.082680815,15.72183622,1495.08584,821.9619529,585.8362779,461.3857346,612.7506871,421.9534456,373.4602404,198.7767457,193.8240118,210.0527494,170.0113039
classic pop and rock,-8.102,144.806,4,9,1,243.64363,45.09926657,-32.92050221,0.489692194,-9.63146539,-4.757964654,-8.813474227,7.004528719,-6.683238586,3.091298969,-8.316284242,-2.825997054,-0.490955817,33.47274311,1578.726131,1764.246305,1362.562846,526.058039,720.9996995,428.8344935,537.0257232,288.0570665,276.2316195,271.9092666,212.1575493
classic pop and rock,-11.304,184.663,1,2,1,181.26322,43.90412373,35.64006987,38.15099709,9.333291121,-37.66204658,-11.77819214,-8.503558952,-12.61109025,15.00939738,1.221391558,2.112697234,-6.869087336,8.893563011,591.5468817,817.7430043,690.2734169,602.7953888,620.3277489,288.5931816,379.001289,287.3188123,323.396075,157.8570547,176.5012213
classic pop and rock,-12.774,143.304,1,9,0,214.96118,40.73085019,9.336067862,-1.809541613,-14.52366197,-7.931239437,-19.22573367,7.518580026,-3.73962612,3.097165173,0.884772087,-4.662122919,-2.496033291,46.89873942,1119.874666,2224.545671,785.9773623,592.1230988,447.7370977,419.5791525,306.4035574,345.1552727,228.2647424,111.3430717,165.4553988
classic pop and rock,-11.228,131.899,1,0,1,151.66649,44.28459646,39.95394051,-12.57716559,-14.48093408,-13.72641801,-15.64505145,-7.257424437,-6.167308682,0.001842444,-5.055032154,1.253344051,-1.683471061,13.90260335,1029.885975,1409.626009,692.9992564,651.7463494,533.6804048,385.5051845,404.1950928,324.7095737,300.8363292,159.4220278,159.1649908
classic pop and rock,-10.486,119.254,4,2,1,157.77914,39.92337687,16.71134904,-3.511862955,16.10220343,16.13704069,-6.920721627,-8.666310493,-2.245929336,-3.105899358,-3.710471092,6.010059957,10.68990792,61.1213695,2807.52155,2639.467514,2090.421755,966.2349297,1247.122458,733.2364257,505.2636849,223.4640464,422.1365138,333.5375234,249.2415135
classic pop and rock,-10.586,196.115,4,7,1,164.12689,42.86624564,32.0866878,16.38537242,1.873263074,24.78039144,-9.14537084,-3.20440729,1.982830428,-6.113453249,1.369380349,-0.505266244,2.050529319,18.2135077,1003.589113,815.6493769,1197.584866,587.1007509,709.739049,430.4465171,241.7748359,271.2987145,222.92717,165.1932359,270.3762837
classic pop and rock,-15.475,99.973,7,6,0,180.29669,39.53373461,-16.57065817,41.25118896,7.060830149,24.85158386,-26.93255414,-11.8578259,14.45321444,-7.721099788,5.961855626,1.999883227,-4.842416136,16.4020527,2761.531187,1983.71489,1199.141673,577.4273842,503.3906052,642.488619,375.2574379,467.6184447,234.2756407,145.6547418,462.198867
classic pop and rock,-23.679,103.196,1,7,1,149.9424,27.55543141,-129.3269046,-9.190224652,-4.864908549,23.3464672,-20.43194036,-11.26470974,-11.63407356,-14.37387078,-6.141916501,-0.131614314,-6.164230616,46.01988764,3676.853831,5764.042964,1508.422941,1321.919034,563.2419575,605.7390288,801.3184151,648.7049909,284.4793509,170.2368953,390.9666974
classic pop and rock,-5.841,130.963,3,4,1,199.88853,47.40607421,-3.932944341,15.68551763,-12.78886271,14.56237477,-22.63154174,-11.32522449,-0.894866419,-2.546257885,-1.326276438,0.063135436,0.569998145,54.82024155,5709.331752,1555.240542,813.8548717,1102.555319,381.5516586,527.0666731,383.1156045,499.010543,303.6095956,213.2846123,319.8808586
classic pop and rock,-4.86,90.065,3,1,1,217.46893,49.4084223,8.441149909,-17.38793053,-18.36404936,-2.733956124,-19.35553382,-9.896274223,-5.897897623,3.835213894,-4.278634369,0.407963437,5.269223035,32.22857479,2331.425072,1416.560787,1442.274904,594.6267242,610.7316118,456.0630971,525.3506397,419.590156,262.7648405,315.712393,311.9374694
classic pop and rock,-11.325,109.527,3,5,1,215.30077,43.11824037,23.60743914,-6.852674884,-9.776543914,10.56308783,-22.14571341,0.801053929,-8.242263482,-9.33814792,2.934546995,-2.200959938,-3.528724191,26.23078187,1681.433117,1045.956181,769.2002462,1060.799818,365.782831,439.3972451,347.4024102,294.0958746,241.8351853,156.408131,248.6693851
classic pop and rock,-5.964,145.733,1,7,1,124.60363,48.89521749,35.93066903,28.18685816,2.555541371,12.94417967,-12.54256501,3.91935461,3.967382979,3.533042553,4.177808511,-0.589262411,6.368550827,8.899288321,1834.242983,1884.003936,1384.465273,1162.652673,758.970536,895.6891803,394.9122868,500.1635878,316.7235817,265.4577339,280.6651928
classic pop and rock,-13.238,152.021,4,2,1,227.082,41.91482077,12.82363041,29.78643634,-0.119448702,-16.8104178,-14.51619407,-7.781488257,-1.414352287,11.16747713,1.595709518,3.793159456,10.55837577,11.52128274,827.3819476,1522.014933,767.4701608,1242.798373,575.4438892,868.4064404,261.8709681,250.7245021,164.7511503,218.0466182,259.194012
classic pop and rock,-10.007,117.885,4,1,1,274.70322,43.02253306,14.92738047,29.20751882,19.95986775,14.16937538,-10.75015056,13.14270295,-11.35989318,2.660968464,-0.871878942,3.273452696,3.725677518,51.20874742,1790.727177,2588.500774,2128.321885,1020.868726,980.5370721,850.9771423,494.8986672,387.4475201,431.9366421,304.9537741,243.772358
classic pop and rock,-9.412,91.246,4,2,1,171.2322,45.04850698,8.121390698,64.44348062,15.21831783,-23.17337364,-7.799970543,12.13569612,8.540483721,7.724485271,6.563835659,-0.605844961,-1.828117829,27.06061185,1772.302761,2068.177959,1092.476311,775.1820287,771.53805,638.0571833,416.3934362,301.6507633,307.9520055,272.1589714,344.0563603
classic pop and rock,-12.664,104.665,5,11,0,632.71138,39.02591644,18.15091109,9.806170327,3.521990894,-8.56954151,-16.04593948,-5.157308516,-5.534544189,9.457660418,7.253131762,1.82556722,-7.458053562,39.89820262,1958.564945,2528.719764,1150.531331,1089.021859,744.8148406,542.6511268,397.5983532,436.0133061,287.7820107,248.2243561,379.8727469
classic pop and rock,-12.065,117.362,4,11,0,191.11138,37.79214787,-31.36477744,-14.4741311,24.73971646,-21.95669207,11.29673323,-11.80095884,-17.27787348,-5.364972561,-4.16166311,5.557341463,-2.739580793,66.0834823,4158.748032,4247.35429,2864.836673,1298.280602,1622.628053,851.8335589,1178.498167,570.2118765,584.3733079,509.1733103,451.3891314
classic pop and rock,-6.312,133.55,4,11,0,227.36934,48.63059133,69.45546838,33.93976112,10.28653981,-16.84819555,-4.192313817,14.57953513,-8.623382904,6.10698829,7.081885246,-4.235361827,-0.02340281,13.22858838,2450.999096,1867.017172,1601.958818,738.2919271,916.058648,578.5385984,568.2991671,301.032767,398.3033909,236.0726468,219.7078725
classic pop and rock,-13.308,107.697,4,9,0,220.08118,38.55377011,6.519956897,-24.16213937,-12.45106897,13.69752443,-7.039396552,-1.313795977,-2.257656609,8.258507184,3.24716092,-3.343485632,2.908227011,41.82222193,3160.647564,2792.579258,2464.148694,963.4365309,1202.492631,1086.336443,821.866756,345.8481787,493.5568367,408.8768717,299.8658747
classic pop and rock,-4.219,102.366,4,9,1,236.32934,49.59424059,42.95789282,26.78244698,7.336776511,3.933735462,-6.245676169,-2.377412771,2.202916762,-2.423165336,-0.274343216,-0.501301026,4.085244014,42.06755754,1446.295472,1285.286068,997.6299561,939.1898526,862.9894282,599.0022312,381.6895816,336.1633986,276.2733476,307.0975352,273.0555636
classic pop and rock,-11.035,106.054,3,9,0,218.09587,40.55113532,-35.8384276,-4.950075778,-18.87094993,-6.892219215,-11.60156428,-3.197496617,-11.61582003,8.600661705,-2.97247226,-0.02947226,24.21749526,45.93017498,2652.221602,642.6207751,895.8889358,499.9219407,338.5789696,564.6132609,323.5737604,289.7869803,269.0348831,150.198124,302.9837217
classic pop and rock,-12.469,109.893,4,4,0,393.06404,38.93588629,-51.87172157,-5.071691472,-7.012547659,6.19504097,-9.327792642,-17.79754348,-16.45848662,-3.673429766,-5.53293311,7.43694398,17.43925418,29.49572547,1371.566071,947.1024384,871.3053636,562.0911229,430.0468392,482.3072281,342.1245962,277.5810878,210.12271,219.118633,291.0618618
classic pop and rock,-12.512,101.193,4,7,1,261.642,41.87791361,-75.9569699,33.57074084,-3.243798429,22.4096911,-1.533827225,-16.57015707,-14.51441623,-3.311509162,-7.20113089,3.030426702,3.321276178,24.03457662,1988.464554,1153.5291,989.7924265,554.5680361,535.4446467,558.1953,430.463745,250.0710942,285.2247868,198.9545347,164.7176345
classic pop and rock,-5.209,102.935,4,7,1,249.96526,50.25865513,12.85389747,11.03203595,-3.446323569,-1.526917443,-18.21168043,-1.183743009,-10.667249,0.276934754,-5.569065246,1.93230759,-1.48820506,11.32965752,1436.373283,831.2782683,747.8935648,666.9770722,488.3418069,471.5438053,385.8502991,176.5494385,267.6062852,153.3417946,239.0065803
